PostalCode,Address,Route_January,Route_July,LeafYardWaste_January,LeafYardWaste_July,PropertyType
P6B 6H2,95 Fields Square,Monday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6H1,23 Fields Square,Monday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6H1,39 Fields Square,Monday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6H2,52 Fields Square,Monday,Thursday,"Route ""B""","Route ""A""",Residential
P6B 6H1,43 Fields Square,Monday,Thursday,"Route ""B""","Route ""A""",Residential
P6C 3T9,606 Wellington Street West,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3S2,689 Shafer Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3S1,680 Shafer Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3S1,684 Shafer Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3P9,661 Lennox Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3P9,667 Lennox Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3P9,671 Lennox Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3P9,681 Lennox Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3P9,687 Lennox Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3P9,677 Lennox Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3P8,616 Lennox Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3R8,599 Shafer Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3T7,576 Wellington Street West,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3T7,574 Wellington Street West,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 2H4,301 Bainbridge Street,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3S1,720 Shafer Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6C 3S4,773 Shafer Avenue,Wednesday,Friday,"Route ""A""","Route ""A""",Residential
P6A 5K6,2266 Second Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,2140 Second Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,153 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,300 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,35 Alagash Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,436 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,554 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,560 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,414 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,262 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,176 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,341 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,357 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,2253 Base Line,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K8,1875 Third Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,235 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,382 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,400 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,416 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,424 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,440 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,441 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,486 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,530 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,576 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,618 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,656 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,954 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,1282 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,1296 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,1316 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,2101 Base Line,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,109 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K8,1563 Third Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,42 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,106 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,318 Walls Side Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,347 Walls Side Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,221 Alagash Drive,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,368 Walls Side Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,352 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,346 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,324 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,201 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,584 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,1600 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1584 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1478 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1012 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1409 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,25 Victoria Street,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,60 Cottage Lane,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,76 Cottage Lane,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,24 Hess Street,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,88 Victoria Street,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,13 Hess Street,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,55 Cottage Lane,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,648 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,658 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,370 Walls Side Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,384 Walls Side Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,61 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,215 Des Chenes Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,6 Cottage Lane,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,2234 Second Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,40 Alagash Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K8,965 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K8,1603 Second Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,2687 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,2467 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,4 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1559 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,551 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,111 Victoria Street,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,33 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,290 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,102 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K8,1313 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,744 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,2273 Base Line,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,445 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,177 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,594 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1080 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1130 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,856 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,661 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,1025 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,1041 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,993 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,693 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,453 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,40 Victoria Street,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,39 Victoria Street,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,2241 Base Line,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,24 Parkelane Court,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,902 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,199 Des Chenes Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,579 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,90 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,817 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,29 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,833 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,764 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,787 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,69 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,89 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,53 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,801 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,1191 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1981 Base Line,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,2537 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,193 Nokomis Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,881 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,873 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,849 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,621 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,24 Dalgleish Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,594 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,1663 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K8,1527 Third Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K8,1543 Third Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,453 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,145 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,637 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,305 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,1217 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,1191 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,261 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K8,1901 Third Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,760 Carpin Beach Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,36 Victoria Street,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,263 Des Chenes Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,970 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,17 Pointe Des Chenes Crescent,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,247 Des Chenes Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K8,2084 Third Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1950 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K8,1105 Carpin Beach Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,577 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,801 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,830 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K8,1297 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,366 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,336 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,340 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,318 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,298 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,304 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,282 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,274 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,312 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,255 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,249 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,243 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K8,1057 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,814 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,831 Carpin Beach Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,725 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,381 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,365 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,213 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,189 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,195 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,13 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,942 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,952 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,930 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,892 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,105 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,101 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,2250 Second Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,109 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,151 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,773 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,58 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,49 Parkewood Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,2653 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,758 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,185 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,2707 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,17 Channelview Lane,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,108 Victoria Street,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,1723 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,423 Walls Side Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,441 Walls Side Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,411 Walls Side Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K8,1032 Carpin Beach Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1229 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,151 Dalgleish Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K8,1621 Second Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1793 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K8,1196 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,826 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,838 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,795 Leigh's Bay Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,717 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,904 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,2325 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,247 Pointe Des Chenes Crescent,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,263 Pointe Des Chenes Crescent,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,1503 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,1200 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,1212 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,1236 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,1224 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,437 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,1463 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,714 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,1033 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,825 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,2695 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,397 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,206 Alagash Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,202 Alagash Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,653 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,2124 Second Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,2031 Base Line,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,203 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,128 Alagash Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,921 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,2901 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K8,1212 Carpin Beach Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,469 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,390 Carpin Beach Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,284 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,421 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,373 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,857 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,481 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,151 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,159 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,165 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,183 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,44 Alagash Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,177 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,171 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,301 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,1253 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,791 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,797 Airport Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,152 Alagash Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,1877 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 5K6,272 Town Line Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,2765 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,2813 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,2837 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,2889 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,2861 Base Line,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,509 Walls Side Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,497 Walls Side Road,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,809 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K8,1692 Second Line West,Wednesday,Friday,Rural Area,Rural Area,Non-residential
P6A 6K4,2233 Base Line,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 6K4,765 Sunnyside Beach Road,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,460 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,456 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,544 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,524 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,488 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,504 Red Pine Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,286 Pine Shore Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,184 Pointe Louise Drive,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,65 Pointe Des Chenes Crescent,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,231 Pointe Des Chenes Crescent,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,65 Channelview Lane,Wednesday,Friday,Rural Area,Rural Area,Residential
P6A 5K6,71 Channelview Lane,Wednesday,Friday,Rural Area,Rural Area,Residential
P6C 4W3,785 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 2K6,556 Second Line West,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,665 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,661 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4Y9,50 Walters Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6A 5K8,1517 Korah Road,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,739 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,95 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,101 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,107 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,131 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,137 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,77 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,79 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
